id	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
GSM1060135_Control	0.0499955868862847	0	0.0273353642386375	0.176713832634381	0	0.129581592117783	0	0	0.0702935415532052	0	0.026648232113974	0.0309461797309385	0.0786388436332903	0	0.0185636684688013	0.284701820699774	0	0	0.0933372520197513	0	0	0.0132440859031799
GSM1060139_Control	0.026223758407514	0	0.0272250153362543	0.040134641619393	0	0.10796225930428	0	0	0	0	0.00190676089467054	0	0.0744817122021315	0.0908941462335924	0.0185155554243598	0.44204640838635	0.0161066759264056	0.00797242665926915	0.117436182829903	0	0	0.0290944567758769
GSM1060141_Control	0.0756065635951801	0	0.0335588115235645	0.0456930354300603	0	0.0903884011936229	0	0	0.0948537509931548	0	0	0.0519639776340382	0.0513787332684465	0.167904833582838	0.0225345194611076	0.289773968919629	0.0325889706039318	0	0.0339726659174589	0	0	0.00978176787696775
GSM1060143_Control	0.0902068905623723	0	0.0721125981799447	0.13772943688246	0	0.0352957124370605	0	0	0.0450462486889669	0	0	0.0417673522502369	0.05325157839124	0	0.0345305338786107	0.300094006012315	0.0268226232902755	0.0101188137691033	0.136169680827784	0	0	0.0168545248296298
GSM1060145_Control	0.0161711537743856	0	0.0518443321446665	0.15535556388349	0	0.0557614203830333	0	0	0.0685877379449023	0	0	0.0387087164779884	0.0815013777267345	0.0559261822333951	0.0219994035233196	0.345562805541973	0.0172521476530735	0	0.068783741329151	0	0	0.0225454173838875
GSM1060147_Control	0.0408646908600198	0.0685584173611959	0.17338010993985	0.140938536506968	0	0.0106822244316764	0	0	0.0113695202878639	0	0	0.0672503347432436	0.0742934089993484	0	0.0162650820038389	0.219076992672334	0.000984764351935008	0	0.176335917841726	0	0	0
GSM1060149_Control	0.014679501189628	0	0.0474055679170177	0.0434179719739063	0	0.117574583861581	0	0	0.00545127144911818	0	0	0.0350690061247975	0.0443298268608793	0.161082048978179	0.0343953198180171	0.417028186605256	0	0.00610114385124329	0.0677528494518723	0	0	0.00571272191850346
GSM1060151_Control	0.0369627002061731	0	0.0575109796189143	0.117126581011582	0	0.0686537671585468	0	0	0.0220413904564859	0	0.00869092071835298	0.00584667325477359	0.12703012303745	0	0.0123224274003132	0.375073491870313	0.0215945542046345	0.0115388753216481	0.0762202080691307	0	0	0.0593873076716826
GSM1060155_Control	0.109666238804629	0	0.061507368654839	0.147675995694178	0	0.0754960642091498	0	0	0.0369749948406867	0	0	0.0848522939938001	0.0880354378492373	0	0.0165416074626638	0.255802933566497	0.026151213356816	0	0.0853569381960431	0	0	0.0119389133714595
GSM1060157_Control	0.0227333081258522	0	0.0745767810216711	0.0785534730802852	0	0.214425757002945	0	0	0	0.012341979638435	0	0.0179880309531054	0.0210110925532378	0.0503257582130693	0.0197887104555845	0.417329267338279	0	0.00105844242712286	0	0.042965309391278	0	0.0269020897991348
GSM1060159_Control	0.0328794235346864	0	0.045373124051599	0.109452723849523	0	0.130142316495802	0	0.0298507423453537	0.00487133469634359	0	0	0.0692033777941788	0.0280354284945675	0.0501917337743404	0.0324210509619334	0.375654970564929	0.00350892252709844	0	0.039381355768092	0	0	0.0490334951415532
GSM1060161_Control	0.089053677004101	0	0.0451073966826428	0.111488774598274	0	0.14722019166111	0	0	0	0	0	0.0565321416711307	0.0774704373410307	0	0.00927271446217969	0.418356767454838	0	0.0173990854130832	0.00274893776774809	0.0208374406612877	0	0.00451243528257473
GSM1060163_Control	0.0467600418832634	0	0.0758481370572203	0.0850878313024507	0	0.138170266486161	0	0	0.016645748689635	0	0	0.0423227720415542	0.0687127841908926	0	0.0135647086363708	0.384082502389532	0	0.00439677236763209	0.113718103311016	0	0	0.0106903316442728
GSM1060165_Control	0.0249654120960708	0	0.0633982530927385	0.127181519412376	0	0.102894540243373	0	0	0.0120700430821789	0	0	0.0315725277122393	0.0396443003352117	0	0.0136582940206207	0.469314709552775	0	0.000709668485808639	0.0939812722684906	0	0	0.0206094596981167
GSM1060167_Control	0.035651340698239	0	0.0535088779486555	0.108795731148762	0	0.175556856161011	0	0	0.0101885854604241	0	0	0.0322908578259563	0.0316793294131208	0	0.0518280987391936	0.42220014360425	0	1.44982837881809e-05	0.0689598272787256	0	0	0.0093258534378739
GSM1060171_Control	0.0343423395533099	0	0.0180467164125293	0.0712556988477499	0	0.17247187270965	0	0	0	0	0	0.0577356157127858	0.0495348903735638	0.0405167381897643	0.0369623513255572	0.439355524133918	0.0368719609955148	0.00742660487987256	0.024615564566097	0	0	0.0108641222996874
GSM1060173_Control	0.0212985128118494	0	0.0480637049695604	0.122489205297765	0	0.107556598720101	0	0	0.019986476461214	0	0	0.0628423477251676	0.086979970729801	0	0.0509280209806779	0.337827684102368	0.0310897048699943	0	0.0508596269656184	0	0	0.0600781463658834
GSM1060175_Control	0.0300752504188278	0	0.0497919124955863	0.122158076246385	0	0.0937516363926999	0	0	0.0781560903826019	0	0	0.0462733824904343	0.0668884692487628	0	0.0235521590600719	0.365303803212386	0	0	0.124049220052244	0	0	0
GSM1060177_Control	0.0276770197210991	0	0.0715944962690006	0.0335473368062075	0	0.180593748012857	0	0.0072589440475516	0	0	0.0286097629702412	0	0.094671176873789	0.0173401339367019	0.109321066236332	0.307450083263805	0.0578500551733704	0	0.0102005249969905	0.00663779558499761	0	0.0472478561070564
GSM1060179_Control	0.0443416583589973	0	0.0331674251647877	0.172668968066916	0	0.0200224309344628	0	0	0.00348447680578872	0	0	0.0532961251914371	0.0730790738801834	0	0.0252316033300909	0.482149770905482	0.0179299964439392	0	0.0461161584034051	0	0	0.0285123125145105
GSM161966_Control	0.0556199913969166	0	0.121117761553658	0.15445988525227	0	0.0422622803597144	0.00303011238968702	0	0	0	0	0	0.0572926464786186	0.0512907477755973	0	0.397850699983418	0	0.0184800085197527	0.0575267414900755	0	0	0.0410691248002915
GSM161967_Control	0.0544875339939891	0	0.0521604775588081	0.0880437985666467	0	0.123467362861447	0.00499254047677341	0.00148176345674517	0	0	0	0.0592885488597549	0.0642001809887141	0.0145396502126188	0.000734769511724061	0.346695304706135	0.0119044724086987	0.0174428692180711	0.0721101082598508	0	0	0.0884506189200239
GSM161968_Control	0.0442713940214152	0	0.0546251390840909	0.0715893905706618	0	0.155268995981782	0	0	0	0	0	0.0427508177420398	0.0244174599176524	0	0.0136567254055931	0.416350839774422	0.0575170853009077	0.0215462166122045	0.0704805486579921	0	0	0.0275253869312381
GSM161969_Control	0.0553563277816655	0	0.051178167444603	0.0776171960902344	0	0.162970869687443	0.0064431925454167	0.0275750451428243	0	0	0	0.0328892813295208	0.0452112799725152	0.0490463270506517	0.018207669611913	0.348053093265024	0.0563355362143877	0.00150582280352076	0.0676101910602799	0	0	0
GSM161970_Control	0.0308541399962913	0	0.060308150060651	0.169548089352857	0	0.02378724828836	0	0.00971825127218823	0.0477473835197935	0	0.0124622481056302	0	0.0624922171793427	0.12893489471715	0.00482954646653073	0.318836624093517	0.0456266447398968	0.00316006706574369	0.0673669691286666	0	0	0.0143275260133809
GSM161971_Control	0.0624113428592421	0	0.100186040977221	0.129570736219048	0	0.0892087048905597	0.000389896335037945	0.00504400419628605	0.0154367215809457	0	0	0.0138281986120115	0.0541822285912259	0.0812970079646221	0.00781804786884298	0.33750596943002	0.0242080722654274	0.00419066532169319	0.0574446188722025	0	0	0.0172777440156143
GSM714070_Treat	0.0251662797420552	0	0.0287744483978139	0.0351953405237992	0	0.0273736761460898	0	0	0.0214059306739015	0	0	0.0195721886871356	0.0659407733479103	0.356043852869859	0.00786076932298135	0.327533114206309	0	0	0.0799223708768267	0	0	0.00521125520531868
GSM714071_Treat	0.0493645828128891	0	0.0262288677070029	0	0	0.0924295261929985	0	0	0.0195025382301887	0.0131383884618201	0	0	0.0447342956814729	0.328190212115942	0.0136657299793331	0.308653973026614	0	0.016239921457969	0.0783878791508966	0	0	0.00946408518287252
GSM714072_Treat	0.0228285800354839	0	0.048938271578758	0.0606941741782368	0	0.0751184508300454	0	0	0.0281937144722591	0	0	0.0185375657324018	0.0404091649001995	0.197470772365619	0.0634692895984208	0.385237197270444	0.011578045104551	0	0.0308462829783227	0	0	0.0166784909552582
GSM714073_Treat	0.00281365727390262	0.024903114886334	0.0477031034397656	0.0505445613879105	0	0.0514960622370367	0	0	0.0454688671034134	0	0.00653005603316203	0.0154646884815493	0.052939897152563	0.228160913188944	0.047757311376587	0.350277313972663	0.0368487183304387	0	0.0390917351357294	0	0	0
GSM714074_Treat	0.0654221761107922	0	0.109895228257461	0.0696753202326197	0	0.102515595005611	0	0	0.0124345986785217	0	0	0.0305136978958892	0.0415407382252118	0	0.0159192065332623	0.449940739205567	0	0.00388643364266261	0.0971342218988073	0	0	0.00112204431359493
GSM714075_Treat	0.0154041907335764	0.00907163257830661	0.11435079037393	0.0787215075127306	0	0.106983958587195	0	0	0.0160303913742637	0	0	0.0139212545864693	0.0340527418070968	0	0.0177395602906498	0.473049761144777	0	0.00175962460175019	0.106710235200962	0	0	0.0122043512082935
GSM714076_Treat	0.102506863380661	0	0.134379758266715	0.138924285395923	0	0.136407449210767	0	0	0.06890610466619	0	0	0.0498540607900774	0.0513950225961823	0	0	0.255405141064743	0	0.0117664918373867	0.0504548227913555	0	0	0
GSM714077_Treat	0.0438642799114494	0	0.043996877398476	0.15957230494154	0	0.0750730704648595	0	0	0	0	0	0.0328502104253499	0.0400014060271889	0.0909068000224501	0.0344301313719952	0.371384053179594	0	0	0.0981661623906168	0	0	0.00975470386648046
GSM714078_Treat	0.0793928338938995	0	0.03235944449087	0.172667849420018	0	0.0600350715169518	0	0	0.0216972846778002	0	0	0.0265131911386966	0.0266700655664482	0.0639637354363556	0.0212139596266162	0.420906516560196	0	0	0.0598944063202753	0	0	0.0146856413518723
GSM714079_Treat	0.0847063397322173	0	0.0375133708521916	0.112572976101071	0	0	0	0.00368082097797913	0.0496663366690176	0	0.0124576537477194	0.0402146712537934	0.0458274996023926	0.109336028027493	0.0428462183838247	0.370886366650999	0.04360547002162	0	0.0245805700423408	0.00725365379348778	0	0.0148520241438522
GSM714080_Treat	0.0495722026415651	0	0.0606644087760606	0.103210359595451	0	0	0	0	0.0214130984277998	0	0.011502212095844	0.0397115944253911	0.0357799023656957	0.139763094218776	0.036691957892153	0.414900595189198	0.0112103885164277	0	0.0540963701910954	0	0	0.0214838156645422
GSM714081_Treat	0.0124639517002022	0.0605506919001388	0.141923911246242	0.111870470417365	0	0.109345955683079	0	0	0.0231579592700283	0	0	0.00500569065376964	0.0463436370329009	0.077170993006642	0.0339684231859945	0.327180350434749	0	0	0.038979729669645	0	0	0.0120382357992439
GSM714082_Treat	0.00653836190657817	0.0969316050613974	0.105719046763823	0.131816295947738	0	0.0374331181755511	0	0	0.0488681702825444	0	0.00930563270804429	0.00548408376329959	0.0530395007404326	0.104396489123225	0.024869727364104	0.33943756061017	0	0	0.0345977638614636	0	0	0.00156264369162902
GSM714083_Treat	0.0454877945911153	0	0.0461504841485463	0.110551743862381	0	0.184175641022205	0.0123163819484358	0	0	0	0	0.013020483613888	0.0178606545665486	0	0.0150880433206517	0.355847795549917	0.00323922290232014	0.00900859064138321	0.0893878934041737	0	0	0.0978652704284356
GSM714084_Treat	0.0120529055598735	0	0.0647553801677751	0.0417230897945328	0	0.0246955121752156	0	0.0107796389722532	0.00815309580091087	0.0113644122125827	0	0.00902406133755434	0	0.330161847042681	0.0232186202073235	0.390858224172557	0	0	0.0502551259916844	0	0	0.0229580865650566
GSM714085_Treat	0.0353284861679821	0	0.0576437775686431	0.0577136554358271	0	0.0729978751279757	0	0.000895370588402907	0.00114815658823303	0.00334311894127143	0	0.0149637784359485	0.0167222509860343	0.258740964362999	0.018072731189572	0.39847860032471	0	0	0.0444709659883553	0	0	0.0194802682940453
GSM1060118_Treat	0.0419757143783491	0	0.0828130094281622	0.0441874179861195	0	0.109810306608443	0.032262762370394	0	0.0240385156435375	0	0.00530882439372904	0	0.0189971891743419	0.271701559988606	0.00858818954272124	0.256663589105096	0	0	0.0468969582364203	0	0	0.0567559631440803
GSM1060120_Treat	0.104106170261762	0	0.0370189830476622	0.109816401214209	0	0.0672755026837896	0.00674265321912131	0	0.0437417113601946	0	0	0.0261455333231221	0.033699664949841	0.00138740455658355	0.0276579189420693	0.440951064933794	0	0.00309457690864997	0.0966686412891237	0	0	0.00169377331007795
GSM1060122_Treat	0.0693099683335951	0	0.0506888537686342	0.0814997623492608	0	0.12239660530604	0	0.00709358318273813	0.0144384361248889	0	0	0.0267884640899369	0.039441759469425	0.0750439519036593	0.0331988625388182	0.379863490391866	0	0	0.0969613328561358	0	0	0.0032749296850013
GSM1060124_Treat	0.0297984616817683	0.0610126195851008	0.069215253836175	0.0917126804986361	0	0	0	0	0.0387767360683497	0	0	0.0184349612714607	0.0515501420947755	0.184375880423127	0.00599360595217369	0.3581690905734	0	0	0.090960568015033	0	0	0
GSM1060126_Treat	0.0404855712612294	0.0437814805273188	0.0655229094593876	0.0774493386510891	0	0.115216778845509	0	0.00172703155433516	0.0188604095123749	0	0	0.00767455382724266	0.0408973066259795	0.0640512529367094	0.0289536594534186	0.375201892812924	0.00921491552211861	0	0.0859643040294989	0	0	0.0249985949808644
GSM1060128_Treat	0.0140143357116012	0.0412234663567519	0.0430579502640551	0.0685409576872697	0	0.0304317562312472	0	0.00200604992868258	0.033936793989779	0	0	0.0188994395229051	0.0353022350622737	0.29453517634083	0.0213814198593161	0.318013167453919	0	0	0.0703705608681581	0	0	0.00828669072321091
GSM1060130_Treat	0.0366646721498142	0	0.0343318397427223	0.064821526176468	0	0.0758560977547307	0	0.0170559490253795	0.00631731865272713	0	0	0.0165054905113225	0.0136614917323058	0.189043820446813	0.0314763170982548	0.349294180604395	0.0340450492791022	0	0.110750099871173	0	0	0.0201761469547916
GSM1060132_Treat	0.0206660597627196	0.0125911964708793	0.0683914224740805	0.11033738618664	0	0.0709630710379434	0	0	0.0220333879031742	0	0.0115283930773348	0	0.0247695195529995	0.177211151107185	0.0136918612309497	0.400395511279969	0	0	0.0362666688093921	0	0	0.0311543711067326
GSM1060134_Treat	0.0792817274901108	0	0.0878019612512503	0.114244924030348	0	0	0	0	0.0466455139157297	0	0	0.03017633433951	0.0563278115221555	0.00369172493630676	0.0228013183940292	0.454580558146735	0.0135481337056846	0.00236496156072013	0.0779295589063676	0	0	0.0106054718010524
GSM1060136_Treat	0.0928794290795109	0	0.0732069961286044	0.106647548676976	0	0.0619297179093899	0	0.0309888414418321	0.0290707984481756	0	0.024202359752347	0	0.0774142078420988	0.0957519701807901	0.0360154362100824	0.329899108169182	0.00993848877983531	0	0	0.0225982254659101	0	0.00945687191526615
GSM1060138_Treat	0.0679565845834679	0	0.0588928810821497	0.129977131306121	0	0.118063356291773	0	0	0.0686530851484133	0	0.0213866509134338	0.0233311543303003	0.143381569408837	0.00347011572618871	0.0170040303155421	0.271413729760575	0.012101970068222	0	0.0351367438534773	0	0	0.0292309972114983
GSM1060140_Treat	0.0322241661732154	0	0.0204464688449226	0.0671598939264431	0	0.0680418125810674	0	0	0.0449668153980345	0	0	0.0145097984335733	0.0581433949480169	0.0953559111603557	0.0271040906478043	0.383911551862014	0.00678019264407953	0	0.163022234562707	0	0	0.0183336688177657
GSM1060142_Treat	0.05280486693394	0.037887457101409	0.0578086430515623	0.0575782600524911	0	0.0602255205208067	0.00437746664710048	0	0.0632551926490423	0	0.0101503748699307	0	0.000992440563571465	0.227553424415922	0.0141101253962464	0.338588251774934	0	0	0.0529014530350746	0	0	0.021766522987969
GSM1060144_Treat	0.0466469402009497	0	0.0753502582912397	0.0620308187507669	0	0.0355860162714272	0	0	0.0453958068954992	0	0	0.0133241783768965	0.024444760807006	0.324521249815238	0.0211864997058846	0.24424384458703	0	0	0.107269626298062	0	0	0
GSM1060146_Treat	0.0165391402188508	0	0.0227357224652012	0.0233456280655901	0	0.0332943255623646	0.00593843089133086	0	0.0317242764981968	0	0.0240518062076122	0.00556344319233798	0.023869191670807	0.345358920201077	0.0261373078778345	0.330911955359076	0	0	0.0820550994857003	0	0	0.0284747523040211
GSM1060148_Treat	0.0510412914244633	0	0.0472980167308366	0.0900566817348284	0	0.0561201824355645	0	0	0	0.0216773960954371	0	0.0432658309585746	0.0182511943767658	0.0732346580060437	0.0239672152220484	0.363365431685624	0.00824836232099124	0.00351571073135265	0.176368485803595	0	0	0.0235895424738755
GSM1060150_Treat	0.0204258765821052	0	0.0339822606166303	0.0611318673675489	0	0.120935101463764	0	0.00220218005387403	0	2.2650726449556e-05	0	0.0189209923583864	0.0132505839466142	0.111935879429576	0.0488944939119374	0.439666530629055	0.0287826795727998	0	0.0731031310151984	0	0	0.0267457723260598
GSM1060152_Treat	0.0207016819178196	0.0614387117511541	0.0557043528175164	0.0685216731769288	0	0.0323179785727244	0	0	0	0.0252393518043924	0	0.0255063152452022	0.00499778933247451	0.177259761176695	0.0132487384514722	0.429028482449242	0.00191028188649939	0	0.0740729469816117	0	0	0.010051934436268
GSM1060154_Treat	0.035235509776092	0	0.0906817823182248	0.105519850206486	0	0.0120131101239325	0	0	0.041736398008961	0	0	0.0202005115498435	0.0500212743149976	0.0519815139353492	0.0282463175016114	0.426655555148237	0.05330679339355	0	0.0751798161936642	0	0	0.00922156752905021
GSM1060156_Treat	0.0634726907348459	0.0545867609163087	0.12362673101608	0.105646397360505	0	0.0349357418099899	0	0	0	0.0241511084159128	0	0.0094719844701153	0.0532340014102284	0.0489286845401823	0.0312421630094007	0.323572878873852	0.0113565459198833	0	0.100711756554904	0	0	0.0150625549677906
GSM1060158_Treat	0.0497598129925664	0	0.0544397046192983	0.0825973054450687	0	0.14598689260999	0	0	0.018205849969865	0	0	0.0246889715354071	0.0423846858442351	0.059155768040421	0.0433730833109763	0.374353239289939	0.00196858122625897	0	0.0938966195766495	0	0	0.00918948553932467
GSM1060160_Treat	0.0916460227530671	0	0.0485788780820823	0.0866155876786793	0	0.0564375885429185	0	0.01488574889899	0.0105323275460575	0	0	0.0697698695931982	0.00301430156697569	0.199865460874143	0.0248330792854698	0.344283187711395	0.00191620780563632	0	0.0189604939207946	0	0	0.0286612457405929
GSM1060162_Treat	0.0640724791058667	0	0.0727397809119483	0.0867356428473086	0	0.155936497319273	0	0	0.00721139647510845	0	0	0.0363151889040992	0.040953707932109	0	0.0298880656662216	0.375820973769669	0	0	0.102703283441507	0	0	0.0276229836268886
GSM1060164_Treat	0.030709723237636	0.0151297605257861	0.05314546818086	0.0832388159183713	0	0.0378463200899573	0.000540532481497835	0	0.00131231693988728	0	0	0.00208525051686542	0.0571546747739233	0.0940024668695241	0.011305702674396	0.471592337971729	0.0479321826452218	0.00812391091869789	0	0.0542993368100872	0	0.0315811994455594
GSM1060166_Treat	0.0772315287384566	0	0.0705496711560445	0.0506465515671966	0	0.0623250030555093	0	0	0.0377123936097793	0	0	0.0381809335107952	0.0184693638509296	0.244506181779379	0.0104281112055656	0.333356375340777	0	0	0.0482169719886636	0	0	0.00837691419690358
GSM1060168_Treat	0.0660217350693296	0	0.0540391494255591	0.0826194106349232	0	0.145157990051554	0	0	0.0181339790017731	0	0	0.0184895481926358	0.0319942518840089	0	0.0284882074704111	0.40759256555107	0.00868875761200408	0.0223332244391296	0.0946151937022867	0	0	0.0218259869653147
GSM1060170_Treat	0.0382316358126785	0	0.0573610999688978	0.0952504966753013	0	0.176225223626757	0.0146312665495101	0	0	0	0	0.0156778746570539	0.0481443360682224	0	0.102050669865324	0.350735847255173	0.00175432798419933	0.0101718571253809	0.0731075466896634	0	0	0.0166578177218393
GSM1060172_Treat	0.0418060474073505	0	0.0332596168242776	0.0324987126755734	0	0.159923929454787	0	0	0	0.00277498643217565	0	0.0109079937534488	0.0193136268084922	0.139006775857392	0.0362444963021739	0.442898271509969	0.0159049730800081	0	0.0268677183318198	0	0	0.0385928515625321
GSM1060174_Treat	0.071848794243024	0	0.0602749846065897	0.103249079840352	0	0.0930695371539518	0	0	0.0142127544574553	0	0	0.0304774520923067	0.0666840660574826	0	0.0153769069787335	0.394598597820107	0	0.0285069342768943	0.065547244605359	0	0	0.0561536478677444
GSM1060176_Treat	0.0898077205681211	0	0.0757045194792891	0.0796638173729077	0	0.0680105521760909	0	0	0	0.0545431215965987	0	0.0233216087187048	0	0.0349525720916678	0.0226834399559992	0.401534171969092	0.00889490560433834	0.0097348707670169	0.116114255054843	0	0	0.0150344446453301
GSM1060178_Treat	0.0290718240070144	0	0.0667003479569451	0.0769703993012652	0	0.0994803035138085	0	0	0	0	0.0201293669285956	0.00149007105518999	0.0780405469014447	0.185249672762702	0.0988362845026845	0.299920168391004	0.011719494706907	0	0.01622320384608	0	0	0.016168316126359
GSM1060180_Treat	0.0418733405634555	0	0.0509235668249762	0.104359702914511	0	0.0758784471537093	0	0	0	0	0	0.0420511340167285	0.139462750424651	0	0.0229389943701455	0.359300540750875	0	0.0187795174209334	0.122295787108292	0	0	0.0221362184517231
GSM161958_Treat	0.0377945242658279	0	0.0847216567221522	0.111550966032836	0	0.0575461418217811	0	0	0.0347604262754261	0	0.0134522860632642	0.0119245516066304	0.05331610832648	0.0624143019344456	0.046217526871049	0.391155112689548	0	0.00214629247569741	0.0651327885947514	0	0	0.0278673163201112
GSM161959_Treat	0.0485211208604602	0	0.0858518677371262	0.0850106106331688	0	0.166107060435021	0	0	0.0403988635407735	0	0	0.0162748828999694	0.0780067659170258	0.0515852004921207	0.0118012486781301	0.354966760050539	0	0.00922433188033843	0.052251286875326	0	0	0
GSM161960_Treat	0.0479322740881201	0	0.194377407756303	0.109234393619212	0	0.100164268695378	0	0	0	0	0	0.0142428725545915	0.0523430049927135	0.0152490115525144	0.0773281731314932	0.288969052344534	0	0	0.0800882180052934	0	0	0.0200713232598481
GSM161961_Treat	0.0187650703548287	0	0.122753473859978	0.110595445623713	0	0.079511467474791	0	0	0.0189689889968958	0	0.00136072305601531	0.0267104674143011	0.0708468809517194	0.071432774980903	0.0309871757617062	0.370023737161096	0	0	0.0757646507100213	0	0	0.00227914365403044
